exon_num	whole_gene_len	5UTR_len	3UTR_len	CDS_len	last_CDS_len
PLEKHG5	22	4794	65	1471	3258	10
TAS1R1	6	2892	193	173	2526	932
ZBTB48	11	2293	158	68	2067	297
KLHL21	4	4487	52	2641	1794	294
PHF13	4	3681	382	2396	903	227
THAP3	6	1366	158	488	720	282
VAMP3	5	2205	115	1787	303	20
PER3	23	6261	264	2421	3576	84
UTS2	7	1601	321	860	420	8
TNFRSF9	9	5970	261	4941	768	89
PARK7	7	949	154	225	570	161
ERRFI1	4	3104	224	1491	1389	1187
SLC45A1	9	2784	283	152	2349	267
ENO1	12	1783	120	358	1305	70
CA6	8	1319	4	388	927	83
SLC2A7	12	1539	0	0	1539	219
GPR157	4	5265	143	4114	1008	216
H6PD	5	9146	302	6468	2376	1361
TMEM201	11	3776	9	1766	2001	98
CLSTN1	19	5221	793	1482	2946	198
AL357140.1	1	649	24	241	384	408
CTNNBIP1	6	3000	312	2442	246	59
LZIC	8	2281	248	1460	573	59
RBP7	4	636	43	188	405	51
PGD	13	1885	38	395	1452	120
APITD1-CORT	6	571	83	71	417	141
APITD1	5	896	75	404	417	141
CORT	2	1130	505	307	318	219
DFFA	6	6032	68	4968	996	213
C1orf127	13	2761	0	289	2472	1182
TARDBP	7	1031	134	0	897	56
RP4-635E18.9	10	1793	94	802	897	56
MASP2	11	2439	16	362	2061	764
SRM	8	1266	81	276	909	21
EXOSC10	25	2808	50	100	2658	31
ANGPTL7	5	2238	239	958	1041	170
UBIAD1	2	3646	326	2303	1017	488
FBXO2	6	1560	342	327	891	135
FBXO44	7	3320	498	2054	768	144
MAD2L2	11	1860	929	295	636	42
DRAXIN	7	7346	135	6161	1050	113
AGTRAP	7	1055	56	519	480	179
C1orf167	21	4545	0	138	4407	177
CLCN6	23	5583	52	2921	2610	81
NPPA	4	849	99	291	459	6
NPPB	3	694	98	191	405	17
KIAA2013	4	2170	133	132	1905	18
PLOD1	19	2940	27	729	2184	156
MFN2	19	4539	322	1943	2274	70
MIIP	10	1573	169	237	1167	87
TNFRSF8	15	3686	222	1676	1788	245
AADACL4	4	1575	0	351	1224	775
AADACL3	4	3662	34	2404	1224	775
C1orf158	4	3549	216	2748	585	182
PRAMEF12	3	1786	27	307	1452	589
PRAMEF1	4	2160	103	632	1425	559
PRAMEF11	4	1845	71	337	1437	562
HNRNPCL1	2	1108	226	0	882	1063
PRAMEF2	4	1642	87	130	1425	559
PRAMEF4	4	1828	71	320	1437	562
PRAMEF10	4	1525	80	20	1425	559
PRAMEF7	4	1592	98	69	1425	562
PRAMEF6	4	1720	86	203	1431	562
PRAMEF27	4	1863	94	332	1437	562
PRAMEF25	4	1600	99	70	1431	562
HNRNPCL3	2	1148	243	23	882	1063
HNRNPCL2	2	1148	243	23	882	1063
PRAMEF26	4	1863	94	332	1437	562
HNRNPCL4	1	882	0	0	882	882
PRAMEF9	4	1863	94	332	1437	562
PRAMEF18	3	2104	21	637	1446	574
PRAMEF5	4	1720	86	203	1431	562
PRAMEF8	4	1844	83	336	1425	562
PRAMEF15	4	1600	99	70	1431	562
PRAMEF14	4	1690	103	162	1425	559
PRAMEF17	3	1578	26	127	1425	559
PRAMEF20	4	1597	99	70	1428	562
PDPN	7	1305	289	653	363	7
EFHD2	4	2419	77	1619	723	132
CTRC	8	898	26	65	807	15
CELA2B	8	923	25	88	810	18
CASP9	9	2019	95	673	1251	93
DNAJC16	15	6069	164	3556	2349	400
AGMAT	7	2500	143	1298	1059	74
DDI2	10	10625	171	9254	1200	17
RSC1A1	1	1854	0	0	1854	1854
SLC25A34	5	2986	81	1990	915	183
TMEM82	6	1520	138	350	1032	87
FBLIM1	10	3498	443	1933	1122	114
UQCRHL	1	2180	1699	205	276	1975
ZBTB17	16	2745	233	100	2412	284
C1orf64	2	3039	68	2461	510	428
HSPB7	4	2415	125	1552	738	180
CLCNKA	21	2581	128	392	2061	48
CLCNKB	20	2567	111	392	2064	48
FAM131C	7	1695	184	668	843	281
EPHA2	17	3964	155	878	2931	106
ARHGEF19	16	3029	137	483	2409	158
RSG1	5	1545	420	348	777	250
SPATA21	13	2015	483	122	1410	58
NECAP2	8	2070	90	1188	792	49
FAM231B	1	510	0	0	510	510
NBPF1	29	5932	888	1624	3420	244
FAM231A	1	510	0	0	510	510
FAM231C	1	511	0	1	510	510
CROCC	37	6656	69	533	6054	87
MFAP2	9	1260	290	418	552	104
ATP13A2	29	3840	34	263	3543	138
PADI2	16	4345	64	2283	1998	234
PADI1	16	3846	92	1762	1992	234
PADI3	16	3189	40	1154	1995	234
PADI4	16	2267	26	249	1992	234
AC004824.1	2	189	0	0	189	23
PADI6	16	2396	50	261	2085	234
TAS1R2	6	2542	22	0	2520	929
IFFO2	9	6188	354	4280	1554	106
EMC1	23	6664	43	3639	2982	180
MRTO4	8	2315	297	1298	720	150
AKR7A3	7	1710	541	173	996	162
AKR7A2	7	1362	22	260	1080	162
PQLC2	9	1805	272	657	876	72
MINOS1	4	3712	56	3419	237	15
MINOS1-NBL1	4	1623	150	927	546	264
NBL1	4	731	80	0	651	264
HTR6	3	1984	467	194	1323	450
RNF186	1	1250	177	389	684	861
OTUD3	8	6397	1	5199	1197	177
PLA2G2A	6	970	272	263	435	143
PLA2G5	5	1161	268	476	417	125
PLA2G2D	4	2672	59	2175	438	146
PLA2G2F	5	2723	102	1985	636	212
PLA2G2C	4	3249	61	2738	450	167
UBXN10	2	5571	84	4644	843	858
CAMK2N1	2	2336	841	1258	237	71
MUL1	4	2438	137	1242	1059	730
FAM43B	1	2572	535	1047	990	1525
CDA	4	963	182	340	441	117
PINK1	8	2660	94	820	1746	258
DDOST	11	2126	143	612	1371	150
SH2D5	10	1934	398	264	1272	204
HP1BP3	13	3938	140	2136	1662	295
NBPF3	15	3704	324	1514	1866	244
ALPL	12	2589	250	764	1575	266
LDLRAD2	6	1180	89	272	819	14
CELA3B	8	897	19	65	813	18
CELA3A	8	887	19	55	813	18
CDC42	7	2256	251	1429	576	90
WNT4	5	3845	44	2745	1056	468
ZBTB40	19	8992	511	4761	3720	195
EPHA8	17	4943	72	1853	3018	115
C1QA	3	1143	204	201	738	575
C1QC	3	1163	98	327	738	557
C1QB	3	1254	346	152	756	575
LACTBL1	6	1641	0	0	1641	982
C1orf234	3	510	77	67	366	201
LUZP1	5	8898	802	4865	3231	159
HTR1D	1	2835	510	1191	1134	1644
ZNF436	4	4071	137	2521	1413	1253
TCEA3	11	1559	107	405	1047	9
E2F2	7	5191	427	3450	1314	269
ID3	3	1251	368	523	360	60
MDS2	7	1029	587	19	423	161
RPL11	6	634	45	52	537	30
TCEB3	11	5154	271	2486	2397	62
PITHD1	6	1603	111	856	636	102
LYPLA2	10	1810	307	807	696	51
GALE	12	1566	169	350	1047	59
HMGCL	9	1600	44	578	978	102
CNR2	2	5254	162	4009	1083	1128
PNRC2	3	2416	411	1585	420	438
SRSF10	6	3487	76	2859	552	61
MYOM3	37	5804	163	1327	4314	264
IL22RA1	7	2798	39	1034	1725	933
IFNLR1	7	4549	13	2973	1563	762
GRHL3	16	2869	230	830	1809	115
NIPAL3	13	5481	715	3791	975	200
NCMAP	4	3953	66	3578	309	142
SRRM1	19	3691	5	1223	2463	68
SYF2	7	1345	26	587	732	166
RSRP1	5	1502	277	352	873	117
TMEM50A	7	2683	553	1656	474	46
TMEM57	11	3917	179	1743	1995	203
SEPN1	13	4227	55	2501	1671	171
AUNIP	4	1392	101	175	1116	71
PAQR7	2	3297	667	1589	1041	1063
STMN1	5	948	140	283	525	147
PAFAH2	11	3581	180	2222	1179	95
EXTL1	11	4015	867	1117	2031	183
SLC30A2	8	2494	237	1138	1119	146
TRIM63	9	1770	139	569	1062	11
PDIK1L	4	4279	287	2966	1026	741
FAM110D	2	2858	187	1855	816	896
RP11-96L14.8	4	643	82	0	561	295
RP11-96L14.7	4	579	80	307	192	147
ZNF593	3	675	113	157	405	142
CNKSR1	21	2625	145	338	2142	270
CATSPER4	10	1912	67	426	1419	54
CEP85	14	3935	131	1515	2289	161
SH3BGRL3	3	1661	980	399	282	66
UBXN11	16	1792	214	15	1563	271
CD52	2	468	61	221	186	132
ZNF683	7	1670	78	17	1575	372
LIN28A	5	3458	75	2753	630	217
DHDDS	9	1403	93	308	1002	237
HMGN2	7	1148	53	822	273	36
RPS6KA1	22	3186	154	824	2208	123
PIGV	4	2367	331	554	1482	282
ZDHHC18	8	5020	95	3758	1167	118
SFN	1	1320	75	498	747	822
GPN2	5	4678	201	3544	933	73
GPATCH3	7	2123	24	521	1578	217
NR0B2	2	1156	26	356	774	242
NUDC	9	1800	123	681	996	52
KDF1	5	1651	68	959	624	403
FAM46B	2	2368	166	924	1278	1014
AL137860.1	1	375	0	0	375	375
TMEM222	6	1613	53	933	627	88
SYTL1	15	1900	167	80	1653	140
MAP3K6	30	4309	240	202	3867	79
FCN3	8	1030	6	124	900	242
CD164L2	6	993	141	327	525	7
WASF2	9	5676	216	3963	1497	158
AHDC1	7	6438	969	657	4812	4886
FGR	13	2729	289	850	1590	209
IFI6	5	841	128	320	393	95
FAM76A	10	1050	24	0	1026	87
PPP1R8	7	2344	58	1230	1056	354
AL109927.1	1	171	0	0	171	171
THEMIS2	7	2337	29	763	1545	56
RPA2	9	1752	300	639	813	85
SMPDL3B	8	1878	191	319	1368	363
XKR8	3	2692	608	896	1188	698
DNAJC8	9	1759	27	970	762	123
ATPIF1	3	599	75	308	216	37
SESN2	10	3453	321	1689	1443	87
MED18	4	1106	192	287	627	554
RCC1	13	2844	285	1293	1266	176
RAB42	2	1950	306	1326	318	424
TAF12	6	1334	159	689	486	36
YTHDF2	6	2825	263	822	1740	24
TMEM200B	2	2501	100	1477	924	944
SRSF4	6	2387	235	667	1485	817
PTPRU	31	4470	129	0	4341	63
MATN1	8	3832	36	2305	1491	50
LAPTM5	8	2223	75	1359	789	90
SDC3	5	1580	175	76	1329	167
SNRNP40	10	1597	19	504	1074	50
FABP3	4	725	62	261	402	54
SERINC2	11	2146	273	478	1395	136
TINAGL1	12	2187	76	707	1404	141
HCRTR1	8	2003	387	338	1278	191
PEF1	5	1629	23	751	855	230
COL16A1	71	5736	517	404	4815	203
ADGRB2	33	5400	342	303	4755	186
SPOCD1	16	3960	130	179	3651	689
PTP4A2	5	3353	418	2431	504	109
KHDRBS1	9	2757	167	1258	1332	98
TMEM39B	9	1813	146	188	1479	243
TXLNA	11	4854	123	3090	1641	294
CCDC28B	6	1089	347	139	603	55
IQCC	5	2027	21	605	1401	843
DCDC2B	9	1349	0	299	1050	96
TMEM234	6	721	16	210	495	108
EIF3I	11	1458	72	408	978	82
FAM167B	2	936	189	255	492	231
LCK	13	2117	138	449	1530	203
HDAC1	14	2124	84	591	1449	28
MARCKSL1	2	1699	346	765	588	501
FAM229A	3	699	152	163	384	103
TSSK3	2	1368	505	56	807	662
ZBTB8B	4	12834	78	11268	1488	318
ZBTB8A	5	7075	229	5520	1326	333
RBBP4	12	1788	165	348	1275	66
SYNC	5	3398	459	1490	1449	11
YARS	13	3238	909	742	1587	111
S100PBP	7	3320	277	1816	1227	115
FNDC5	6	2732	67	2026	639	6
HPCA	4	1468	102	784	582	98
RNF19B	9	2560	0	361	2199	454
AZIN2	12	2182	587	212	1383	139
A3GALT2	5	1023	0	0	1023	688
PHC2	14	3870	54	1239	2577	155
ZSCAN20	8	4316	153	1031	3132	1259
HMGB4	4	2505	1905	39	561	1888
GJB5	2	1355	173	360	822	846
GJB4	2	2840	370	1669	801	1123
GJB3	2	2217	615	789	813	838
GJA4	2	1622	88	532	1002	1019
SMIM12	3	684	395	10	279	284
DLGAP3	12	3856	269	647	2940	219
TMEM35B	3	922	48	409	465	176
ZMYM1	11	4466	440	597	3429	2283
SFPQ	10	3747	99	1524	2124	138
NCDN	8	3433	127	1116	2190	437
TFAP2E	7	2189	208	652	1329	283
PSMB2	6	2701	412	1683	606	108
C1orf216	2	3218	771	1757	690	695
CLSPN	25	4769	97	673	3999	90
AGO4	18	7116	245	4285	2586	109
TEKT2	10	1509	127	89	1293	214
ADPRHL2	6	1668	30	546	1092	290
COL8A2	4	4670	225	2333	2112	1919
TRAPPC3	5	1336	136	633	567	120
THRAP3	13	3339	340	131	2868	222
EVA1B	3	1054	292	264	498	431
STK40	12	3846	407	2131	1308	219
LSM10	2	850	150	328	372	396
MRPS15	8	1006	162	70	774	138
CSF3R	18	2953	548	53	2352	105
ZC3H12A	6	2684	116	768	1800	875
MEAF6	8	2147	17	1524	606	9
SNIP1	4	4563	73	3299	1191	265
DNALI1	6	2649	10	1796	843	36
GNL2	16	2334	99	39	2196	153
C1orf109	5	2355	190	1553	612	38
CDCA8	11	2303	113	1347	843	45
MANEAL	4	2685	381	930	1374	637
YRDC	5	1826	5	981	840	73
C1orf122	3	1234	714	376	144	96
MTF1	11	7972	141	5569	2262	431
SF3A3	17	3673	956	1211	1506	78
FHL3	6	1647	169	635	843	155
UTP11	8	2019	61	1196	762	84
POU3F1	1	2184	51	777	1356	1407
RRAGC	7	2732	177	1355	1200	152
MYCBP	5	2818	800	1706	312	45
RP5-864K19.6	5	609	135	141	333	45
GJA9	2	1799	251	0	1548	1643
AKIRIN1	5	2741	158	2004	579	11
NDUFS5	3	544	83	140	321	105
BMP8A	7	1692	346	137	1209	150
PABPC4	16	2753	450	320	1983	90
HEYL	5	3661	320	2354	987	674
NT5C1A	6	1107	0	0	1107	366
HPCAL4	5	4758	294	3888	576	198
PPIE	11	1198	0	253	945	108
BMP8B	7	4822	376	3237	1209	150
OXCT2	1	1826	93	179	1554	1647
MYCL	3	3256	125	1946	1185	599
MFSD2A	14	2154	163	398	1593	64
CAP1	13	3105	561	1116	1428	84
PPT1	9	2742	465	1356	921	123
TMCO2	2	739	93	97	549	312
ZMPSTE24	10	3108	165	1515	1428	225
COL9A2	32	2862	97	695	2070	200
SMAP2	10	2570	72	1223	1275	126
ZFP69B	6	2109	375	129	1605	1169
ZFP69	6	2871	1006	284	1581	1139
EXO5	4	1892	400	370	1122	1152
ZNF684	5	2097	251	709	1137	899
KCNQ4	14	4099	82	1929	2088	213
CITED4	1	1316	239	522	555	794
CTPS1	19	3201	508	917	1776	85
SLFNL1	6	2117	384	509	1224	123
FOXO6	2	2398	9	709	1680	1266
EDN2	5	1241	70	634	537	94
GUCA2B	3	597	30	228	339	62
GUCA2A	3	569	6	215	348	65
RIMKLA	5	8909	129	7604	1176	491
ZMYND12	8	1775	270	407	1098	123
PPCS	3	966	394	155	417	324
PPIH	10	752	22	196	534	69
YBX1	8	1514	139	400	975	235
CLDN19	5	2859	191	1993	675	49
P3H1	15	2705	113	498	2094	20
C1orf50	5	996	43	353	600	186
RP5-994D16.12	5	1011	6	675	330	17
RP5-994D16.11	7	983	240	5	738	128
SVBP	3	650	87	362	201	87
ERMAP	12	3423	244	1751	1428	716
ZNF691	5	1935	350	664	921	864
SLC2A1	10	3667	522	1666	1479	201
FAM183A	4	500	96	83	321	108
EBNA1BP2	10	1503	149	268	1086	51
TMEM125	4	1786	506	620	660	805
C1orf210	3	1478	234	902	342	323
TIE1	23	3882	79	386	3417	72
MPL	12	1950	42	0	1908	255
CDC20	11	1675	101	74	1500	179
ELOVL1	8	1477	118	519	840	222
SZT2	72	10299	0	0	10299	144
HYI	9	1322	196	307	819	2
PTPRF	34	7727	340	1663	5724	69
KDM4A	22	4474	134	1145	3195	141
ARTN	5	1943	782	474	687	464
IPO13	20	3894	662	340	2892	97
DPH2	6	2472	172	830	1470	125
ATP6V0B	8	1298	393	287	618	27
B4GALT2	7	2203	362	722	1119	151
SLC6A9	14	3130	166	1062	1902	195
CCDC24	9	1463	171	368	924	223
KLF17	4	3131	58	1903	1170	245
KLF18	2	3159	0	0	3159	191
DMAP1	11	1545	78	63	1404	60
TMEM53	5	1846	68	1172	606	48
KIF2C	21	2879	113	588	2178	83
RPS8	6	881	160	94	627	110
BEST4	9	2047	0	625	1422	274
PLK3	15	2492	239	312	1941	192
TCTEX1D4	1	763	7	90	666	673
BTBD19	8	1572	339	357	876	135
HECTD3	21	3610	72	952	2586	85
UROD	10	1300	119	77	1104	162
HPDL	1	1629	244	269	1116	1360
MUTYH	17	1823	193	64	1566	132
TOE1	8	2389	583	273	1533	621
CCDC163P	6	1526	365	804	357	27
MMACHC	5	1510	163	669	678	420
PRDX1	6	1234	341	293	600	86
AKR1A1	10	1818	747	93	978	66
CCDC17	13	2216	144	230	1842	159
GPBP1L1	13	3736	1361	950	1425	153
TMEM69	3	2439	1157	538	744	702
TSPAN1	9	1615	464	425	726	48
RP11-322N21.2	2	395	7	100	288	44
POMGNT1	23	2934	651	36	2247	262
LURAP1	2	1854	93	1041	720	522
LRRC41	10	4128	286	1403	2439	220
UQCRH	4	604	136	192	276	33
NSUN4	6	2150	650	345	1155	277
DMBX1	4	2882	15	1718	1149	452
RP11-49P4.7	1	1449	87	828	534	621
KNCN	4	1037	312	350	375	80
MKNK1	14	2719	164	1157	1398	226
MOB3C	4	2822	231	1940	651	30
TEX38	2	866	107	138	621	584
EFCAB14	11	5767	977	3302	1488	176
CYP4B1	13	1534	0	646	888	6
CYP4A11	13	1760	23	174	1563	196
CYP4X1	12	2357	250	577	1530	175
CYP4Z1	12	1906	3	385	1518	169
CYP4A22	13	1760	23	174	1563	196
TAL1	5	4642	216	3430	996	455
STIL	19	5087	364	997	3726	787
CMPK1	6	2930	149	2094	687	42
FOXE3	1	1981	244	777	960	1204
FOXD2	1	4675	2119	1068	1488	3607
DMRTA2	3	3137	393	1115	1629	1070
CDKN2C	4	2904	2034	363	507	378
TTC39A	18	2790	49	899	1842	124
NRDC	33	3895	190	45	3660	198
RAB3B	5	12844	213	11971	660	188
KTI12	1	1714	55	594	1065	1120
BTF3L4	6	4703	268	3958	477	47
CC2D1B	25	3377	125	693	2559	129
ORC1	17	3157	219	352	2586	195
PRPF38A	10	5274	186	4149	939	43
GPX7	3	1228	38	626	564	164
FAM159A	3	748	150	25	573	251
ZYG11A	14	3682	647	1781	1254	176
ECHDC2	10	1509	94	536	879	78
AL445183.1	2	48	0	0	48	39
SLC1A7	11	2873	183	830	1860	219
CPT2	6	2739	144	582	2013	332
MAGOH	5	756	162	153	441	100
LRP8	19	7648	102	4654	2892	39
DMRTB1	4	1910	55	826	1029	68
NDC1	18	5134	599	2510	2025	64
DIO1	6	796	22	519	255	4
HSPB11	6	894	33	216	645	327
LRRC42	9	2037	521	229	1287	275
LDLRAD1	6	785	18	149	618	149
TMEM59	8	6691	250	5469	972	156
TCEANC2	5	10436	200	9609	627	189
CDCP2	6	1623	0	0	1623	327
CYB5RL	6	1148	0	200	948	204
MRPL37	7	1483	77	134	1272	78
ACOT11	17	6369	82	4463	1824	42
FAM151A	8	2005	161	86	1758	674
TTC4	10	2395	87	1144	1164	103
PARS2	2	2347	83	836	1428	1457
LEXM	11	1777	54	478	1245	61
DHCR24	10	4153	271	2598	1284	154
TMEM61	3	1097	274	190	633	268
BSND	4	3472	254	2255	963	415
PLPP3	6	3292	552	1804	936	126
PRKAA2	10	9280	0	7621	1659	239
C8B	13	2289	507	192	1590	155
OMA1	9	1935	114	246	1575	210
TACSTD2	1	2351	617	762	972	1589
MYSM1	20	7785	40	5258	2487	159
JUN	1	3540	1257	1287	996	2253
HOOK1	22	5857	257	3413	2187	171
TM2D1	7	969	21	324	624	111
L1TD1	4	3849	295	956	2598	1590
USP1	9	3507	328	821	2358	736
ANGPTL3	7	2805	80	1342	1383	185
ATG4C	11	2938	207	1354	1377	168
FOXD3	1	2086	18	631	1437	1455
ALG6	15	3371	305	1542	1524	198
ITGB3BP	10	1044	61	332	651	50
PGM1	11	2472	213	570	1689	90
AK4	6	6887	247	5968	672	115
LEPROT	5	4625	114	4088	423	117
TCTEX1D1	5	2001	128	1333	540	204
INSL5	2	715	35	272	408	233
SLC35D1	12	6162	86	5008	1068	109
SERBP1	8	6676	115	5397	1164	57
GADD45A	4	1496	434	564	498	114
DIRAS3	4	1973	637	646	690	755
RPE65	14	2610	54	954	1602	152
DEPDC1	12	5331	115	2780	2436	138
LRRC40	15	2884	80	995	1809	106
SRSF11	13	2385	121	812	1452	195
ANKRD13C	13	4069	314	2129	1626	131
HHLA3	3	692	147	314	231	75
AL158839.1	3	57	0	0	57	21
CTH	12	1805	144	443	1218	27
ZRANB2	11	2821	16	1842	963	34
FPGT	5	1426	12	391	1023	614
LRRC53	5	3859	115	0	3744	2324
TYW3	7	1130	423	287	420	220
LHX8	10	2373	664	638	1071	77
RABGGTB	9	1496	71	429	996	141
ASB17	3	1107	140	79	888	207
NEXN	13	2607	184	395	2028	369
FUBP1	20	2378	82	361	1935	9
DNAJB4	3	2988	257	1717	1014	234
IFI44	9	1687	85	267	1335	47
SAMD13	4	1567	192	1024	351	144
RPF1	9	1385	15	320	1050	42
GNG5	4	790	340	243	207	126
CTBS	7	6600	49	5393	1158	201
LPAR3	3	1720	216	442	1062	326
MCOLN3	13	2756	53	1041	1662	135
C1orf52	3	1219	9	661	549	74
BCL10	4	774	104	199	471	9
CYR61	5	2290	224	920	1146	303
ZNHIT6	11	6080	149	4635	1296	41
CLCA2	14	4025	162	1031	2832	443
CLCA1	15	3310	351	214	2745	392
CLCA4	14	3211	42	409	2760	404
SH3GLB1	11	1199	5	33	1161	108
LMO4	5	5405	780	4127	498	9
KYAT3	14	2070	338	367	1365	63
RBMXL1	3	5084	716	3195	1173	1413
GBP3	11	3067	221	1058	1788	129
GBP1	11	3035	220	1036	1779	114
GBP2	11	2220	269	175	1776	117
GBP7	11	2454	139	398	1917	255
GBP4	11	6127	98	4106	1923	216
GBP5	11	2011	128	122	1761	114
GBP6	11	2987	93	992	1902	240
LRRC8B	6	7593	360	4821	2412	273
ZNF326	12	2729	143	837	1749	348
BARHL2	3	1979	42	773	1164	313
CDC7	12	3173	119	1329	1725	395
EPHX4	7	1437	98	250	1089	232
SETSIP	1	879	0	0	879	879
KIAA1107	8	4065	0	0	4065	467
C1orf146	7	871	464	41	366	135
RPAP2	13	16993	109	15045	1839	1
GFI1	7	2855	319	1267	1269	179
RPL5	8	1043	90	59	894	100
MTF2	16	4046	518	2052	1476	358
TMED5	5	1296	119	595	582	62
DR1	4	1647	587	529	531	147
DNTTIP2	7	5897	58	3568	2271	94
GCLM	7	4857	247	3785	825	170
ARHGAP29	23	6087	183	2118	3786	881
F3	6	2287	164	1235	888	137
SLC44A3	15	2388	102	324	1962	105
CNN3	7	1902	242	793	867	342
RWDD3	4	1235	76	355	804	115
PLPPR4	7	5369	497	2580	2292	1326
PALMD	9	1844	122	306	1416	44
MFSD14A	12	2777	136	1168	1473	207
SASS6	17	3880	141	1765	1974	107
LRRC39	11	1466	199	247	1020	68
DBT	11	10799	14	9336	1449	168
GPR88	2	3491	439	1897	1155	1228
VCAM1	9	2483	119	330	2034	161
EXTL2	5	2835	287	1555	993	489
DPH5	8	1316	113	345	858	224
S1PR1	2	2909	375	1385	1149	1312
AMY2B	12	2181	616	29	1536	190
AMY2A	11	1862	295	31	1536	190
AMY1A	11	1790	220	34	1536	190
AMY1B	11	1787	217	34	1536	190
AMY1C	10	1632	64	32	1536	190
PRMT6	1	2616	37	1451	1128	1165
NBPF4	16	2222	218	0	2004	42
FAM102B	11	5600	340	4177	1083	43
PRPF38B	7	3728	637	1783	1308	859
FNDC7	13	3332	277	853	2202	32
AKNAD1	16	3053	269	273	2511	132
CLCC1	12	4803	108	3039	1656	273
WDR47	15	4134	134	1216	2784	143
TAF13	4	813	55	383	375	171
TMEM167B	3	3730	1070	2435	225	83
C1orf194	5	663	76	77	510	71
SARS	12	1882	11	260	1611	158
CELSR2	34	10534	61	1701	8772	28
PSRC1	8	1584	86	565	933	36
MYBPHL	9	1372	50	257	1065	11
PSMA5	9	3729	21	2982	726	78
SYPL2	6	3624	216	2589	819	171
ATXN7L2	11	2318	15	134	2169	15
CYB561D1	4	5009	41	4566	402	112
AMIGO1	2	5088	350	3256	1482	1569
GPR61	4	2459	319	784	1356	1423
GNAT2	8	1339	187	87	1065	191
AMPD2	19	3134	494	0	2640	210
GSTM4	8	1412	309	446	657	90
GSTM5	9	657	0	0	657	90
GSTM3	15	678	17	22	639	6
EPS8L3	19	2130	127	311	1692	12
CSF1	9	4210	391	2154	1665	43
AHCYL1	17	4015	367	2055	1593	7
STRIP1	21	3125	169	727	2229	248
ALX3	4	1859	88	739	1032	309
UBL4B	1	1478	67	886	525	592
SLC6A17	12	6427	485	3758	2184	369
RBM15	3	4244	900	410	2934	71
SLC16A4	9	2632	250	918	1464	128
LAMTOR5	5	694	147	274	273	61
PROK1	3	1338	17	1003	318	120
KCNA10	1	1959	388	35	1536	1924
KCNA3	1	2569	224	617	1728	1952
LRIF1	4	3475	391	774	2310	441
DRAM2	9	2246	618	827	801	108
DENND2D	12	2077	230	431	1416	77
CHI3L2	13	2169	771	225	1173	138
CHIA	12	1625	103	91	1431	254
PIFO	6	2627	365	1686	576	69
OVGP1	11	2243	56	150	2037	881
WDR77	10	2576	207	1340	1029	160
ATP5F1	7	3156	606	1779	771	78
C1orf162	6	1107	250	389	468	141
ADORA3	2	1884	406	521	957	607
FAM212B	3	1217	121	751	345	47
DDX20	11	4212	620	1117	2475	1163
WNT2B	6	10879	104	9656	1119	230
CAPZA1	10	3020	672	1487	861	141
MOV10	22	4100	1029	227	2844	92
RHOC	6	1418	402	434	582	174
RP11-426L16.10	8	813	0	0	813	46
PPM1J	11	2474	1409	165	900	148
SLC16A1	5	3910	363	2044	1503	275
PHTF1	19	3273	484	500	2289	21
PTPN22	21	3654	136	1094	2424	65
BCL2L15	4	1084	172	420	492	18
DCLRE1B	4	3940	446	1895	1599	1061
HIPK1	16	4112	343	136	3633	489
OLFML3	4	1934	288	485	1161	821
SYT6	8	4352	232	2842	1278	18
BCAS2	7	1299	48	573	678	127
DENND2C	21	6163	626	2750	2787	32
NRAS	7	4449	254	3625	570	120
CSDE1	21	4312	522	1255	2535	48
SIKE1	5	5506	78	4792	636	102
TSHB	3	537	38	82	417	255
NGF	3	1047	169	152	726	738
VANGL1	8	8691	271	6845	1575	261
NHLH2	3	2512	516	1588	408	416
CD2	5	1609	108	445	1056	320
CD101	10	3324	6	252	3066	242
TTF2	23	9462	44	5929	3489	145
TRIM45	7	2415	723	120	1572	149
FAM46C	2	5751	247	4328	1176	1203
GDAP2	14	8828	250	7084	1494	48
TBX15	8	3492	315	1686	1491	785
WARS2	6	2811	4	2144	663	29
HAO2	9	1696	352	288	1056	56
HSD3B2	4	1783	249	415	1119	812
HSD3B1	4	1676	145	409	1122	812
ZNF697	3	5041	120	3283	1638	1412
PHGDH	12	1913	136	175	1602	155
HMGCS2	10	2428	50	851	1527	107
ADAM30	1	2963	159	431	2373	2532
SEC22B	5	6922	134	6140	648	155
NBPF26	30	4602	229	26	4347	244
PPIAL4A	1	660	75	90	495	570
AC241377.1	1	1088	40	241	807	847
FCGR1B	5	1584	50	856	678	113
FAM72B	5	748	379	6	363	95
HIST2H3PS2	1	411	0	0	411	411
FAM72C	4	2297	824	1023	450	95
PPIAL4E	1	785	75	215	495	570
PPIAL4F	1	660	75	90	495	570
AC241585.1	1	1088	40	241	807	847
PPIAL4D	1	495	0	0	495	495
PDZK1	9	2230	86	584	1560	54
CD160	6	1424	218	660	546	8
POLR3C	15	1851	161	85	1605	82
NUDT17	8	1473	12	474	987	103
PIAS3	15	2761	55	924	1782	267
ITGA10	30	5269	175	1590	3504	66
PEX11B	4	1740	149	811	780	406
RBM8A	7	751	21	205	525	46
CH17-270A2.2	4	192	61	0	131	34
LIX1L	6	3975	74	2887	1014	243
ANKRD34A	4	3613	1295	827	1491	1611
POLR3GL	8	1165	107	401	657	87
TXNIP	8	2926	334	1416	1176	36
HFE2	4	2234	344	609	1281	624
